*PCF-ID,Year of reporting,*Stage-level CO2e available,Product name (and functional unit),Product detail,Company,Country (where company is incorporated),Company's GICS Industry Group,Company's GICS Industry,*Company's sector,Product weight (kg),*Source for product weight,"Product's carbon footprint (PCF, kg CO2e)",*Carbon intensity,Protocol used for PCF,Relative change in PCF vs previous,Company-reported reason for change,*Change reason category,*%Upstream estimated from %Operations,*Upstream CO2e (fraction of total PCF),*Operations CO2e (fraction of total PCF),*Downstream CO2e (fraction of total PCF),*Transport CO2e (fraction of total PCF),*EndOfLife CO2e (fraction of total PCF),*Adjustments to raw data (if any)
10666-27-2014,2014,No,MX810DFE - Mono Laser Printer,Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",118.07009,Estimated from external data based on product description,2536.12,21.48,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),Concatenated fields product name and product description into field product name to give richer product description
10666-28-2014,2014,No,MX811DFE - Mono Laser Printer,Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",118.07009,Estimated from external data based on product description,2973.37,25.18,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),Concatenated fields product name and product description into field product name to give richer product description
10666-29-2014,2014,No,MX812DFE - Mono Laser Printer,Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",118.07009,Estimated from external data based on product description,3335.99,28.25,Not reported,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),Concatenated fields product name and product description into field product name to give richer product description
10666-3-2014,2014,No,CX510DE - Color Laser Printer,Color Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",32.6587,Estimated from external data based on product description,3128.864,95.8,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),Concatenated fields product name and product description into field product name to give richer product description
10666-4-2014,2014,No,CS310DN - Color Laser Printer,Color Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",20.32094,Estimated from external data based on product description,1968.62,96.88,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),Concatenated fields product name and product description into field product name to give richer product description
10666-5-2014,2014,No,CS410DN - Color Laser Printer,Color Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",20.50238,Estimated from external data based on product description,3143.478,153.32,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),Concatenated fields product name and product description into field product name to give richer product description
10666-6-2014,2014,No,CS510DE - Color Laser Printer,Color Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",20.91061,Estimated from external data based on product description,3024.602,144.64,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),Concatenated fields product name and product description into field product name to give richer product description
10666-7-2014,2014,No,M5163 - Mono Laser Printer,Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",23.700201,Estimated from external data based on product description,2597.12,109.58,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),Concatenated fields product name and product description into field product name to give richer product description
10666-8-2014,2014,No,MS310DN - Mono Laser Printer,Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",15.807694,Estimated from external data based on product description,1504.51,95.18,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),Concatenated fields product name and product description into field product name to give richer product description
10666-9-2014,2014,No,MS312DN - Mono Laser Printer,Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",15.807694,Estimated from external data based on product description,1490.36,94.28,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),Concatenated fields product name and product description into field product name to give richer product description
10667-1-2014,2014,No,Mobile Batteries,"With its high productivity and technological superiority, LG Chem accounts for 20% of the global market share. Mobile batteries are widely used in portable media devices such as laptops, cell phones, and tablets. To align our productivity with the rapid growth of smartphones, ultra-book laptops, and tablets, we are assembling more production lines for lithium-ion polymer batteries. Also, we are providing differentiated solutions, including stepped batteries, based on our unique stack & folding technology. Moreover, our growth is accelerating in the non-IT sectors, such as power tools and e-bikes.",LG Chem Ltd,South Korea,Materials,Chemicals,Chemicals,1000,As per company's submission to CDP,5846,5.85,GHGP,32.00%,"According to newly installed assembly lines in Nanjing plant in 2013, the GHG emissions rose due to the increased electricity consumptions. The trend on rising electricity consumption level has close connection to the increased GHG emissions per the unit. The ratio of sales to Acer during 2013 shows a small difference relative to the one in 2012, so we estimate that the change in this row may not take place for the revenue fluctuation.  On the other hand, in 2013, Ochang 1 plant in Korea begun to supply mobile batteries to Acer for the first time - Only Nanjing plant supplied batteries to Acer in 2012. Therefore, the energy efficiency difference between the two plants would affect the change.",Product carbon efficiency changed,N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),"Changed organisation from ""LG Chem"" to ""LG Chem Ltd"""
10667-1-2015,2015,No,Mobile Batteries,LG Chem's Mobile Batteries is leading the global lithium-ion battery market with excellent technology and productivity.,LG Chem Ltd,South Korea,Chemicals,Not used for 2015 reporting,Chemicals,1000,As per company's submission to CDP,10245,10.25,GHGP,75.24%,"1. New facilities' start-up operation is the primary cause of the change as they consumed energy, particularly electricity, without manufacturing.  2. The increase of the total GHG emissions from the plant is bigger than the increase of sales ratio by Acer. (132% of GHG emissions increased as the plant total emissions, comparing to 121% of sales ratio increased by Acer in 2014)",Product carbon efficiency changed,N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
